,Participant,Trial,Block,Item_1,Item_2,Rank_1,Rank_2,Image_1,Image_2,Winner,Loser,Chosen_item,Chosen_rank,Chosen_name,Accuracy,Acc_feedback,Feedback_on,key_resp.keys,key_resp.rt,Switched,Pair_value,final_loc_item_01_scarf.jpg,final_loc_item_02_radio.jpg,final_loc_item_03_dress.jpg,final_loc_item_04_satellite_dish.jpg,final_loc_item_05_hat.jpg,final_loc_item_06_slipper.jpg,final_loc_item_07_phone.jpg,mouse_select.clicked_name,Direction
0,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,238,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
15,238,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
16,238,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
17,238,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
18,238,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
19,238,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
20,238,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
21,238,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
22,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,238,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
27,238,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
28,238,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
29,238,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
30,238,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
31,238,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
32,238,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
33,238,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
34,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,238,1.0,1.0,2.0,7.0,2.0,7.0,06_slipper.jpg,04_satellite_dish.jpg,7.0,2.0,2.0,2.0,06_slipper.jpg,0.0,3.0,0.0,left,0.9639999999999981,pre,Med,,,,,,,,,up
44,238,2.0,1.0,3.0,1.0,3.0,1.0,05_hat.jpg,03_dress.jpg,3.0,1.0,1.0,1.0,03_dress.jpg,0.0,3.0,0.0,right,1.397999999999967,pre,Low,,,,,,,,,up
45,238,3.0,1.0,3.0,2.0,3.0,2.0,05_hat.jpg,06_slipper.jpg,3.0,2.0,2.0,2.0,06_slipper.jpg,0.0,0.0,1.0,right,0.8753999999761951,pre,0,,,,,,,,,up
46,238,4.0,1.0,5.0,6.0,5.0,6.0,01_scarf.jpg,07_phone.jpg,6.0,5.0,5.0,5.0,01_scarf.jpg,0.0,0.0,1.0,left,1.00189999997616,pre,0,,,,,,,,,up
47,238,5.0,1.0,4.0,7.0,4.0,7.0,02_radio.jpg,04_satellite_dish.jpg,7.0,4.0,4.0,4.0,02_radio.jpg,0.0,3.0,0.0,left,1.046500000000037,pre,High,,,,,,,,,up
48,238,6.0,1.0,2.0,5.0,2.0,5.0,06_slipper.jpg,01_scarf.jpg,5.0,2.0,5.0,5.0,01_scarf.jpg,1.0,3.0,0.0,right,1.470800000071506,pre,Low,,,,,,,,,up
49,238,7.0,1.0,5.0,4.0,5.0,4.0,01_scarf.jpg,02_radio.jpg,5.0,4.0,5.0,5.0,01_scarf.jpg,1.0,1.0,1.0,left,0.6394999999999981,pre,0,,,,,,,,,up
50,238,8.0,1.0,6.0,2.0,6.0,2.0,07_phone.jpg,06_slipper.jpg,6.0,2.0,6.0,6.0,07_phone.jpg,1.0,3.0,0.0,left,1.749799999952301,pre,Med,,,,,,,,,up
51,238,9.0,1.0,6.0,5.0,6.0,5.0,07_phone.jpg,01_scarf.jpg,6.0,5.0,6.0,6.0,07_phone.jpg,1.0,1.0,1.0,left,1.68910000002387,pre,0,,,,,,,,,up
52,238,10.0,1.0,6.0,7.0,6.0,7.0,07_phone.jpg,04_satellite_dish.jpg,7.0,6.0,6.0,6.0,07_phone.jpg,0.0,0.0,1.0,left,1.226500000000044,pre,0,,,,,,,,,up
53,238,11.0,1.0,4.0,5.0,4.0,5.0,02_radio.jpg,01_scarf.jpg,5.0,4.0,4.0,4.0,02_radio.jpg,0.0,0.0,1.0,left,2.192700000047693,pre,0,,,,,,,,,up
54,238,12.0,1.0,3.0,5.0,3.0,5.0,05_hat.jpg,01_scarf.jpg,5.0,3.0,3.0,3.0,05_hat.jpg,0.0,3.0,0.0,left,2.181700000047726,pre,Med,,,,,,,,,up
55,238,13.0,1.0,6.0,4.0,6.0,4.0,07_phone.jpg,02_radio.jpg,6.0,4.0,,,,,2.0,0.0,,,pre,High,,,,,,,,,up
56,238,14.0,1.0,1.0,6.0,1.0,6.0,03_dress.jpg,07_phone.jpg,6.0,1.0,6.0,6.0,07_phone.jpg,1.0,3.0,0.0,right,0.61450000000002,pre,Med,,,,,,,,,up
57,238,15.0,1.0,1.0,2.0,1.0,2.0,03_dress.jpg,06_slipper.jpg,2.0,1.0,2.0,2.0,06_slipper.jpg,1.0,1.0,1.0,right,1.975299999952312,pre,0,,,,,,,,,up
58,238,16.0,1.0,7.0,6.0,7.0,6.0,04_satellite_dish.jpg,07_phone.jpg,7.0,6.0,6.0,6.0,07_phone.jpg,0.0,0.0,1.0,right,1.359200000047621,pre,0,,,,,,,,,up
59,238,17.0,1.0,3.0,4.0,3.0,4.0,05_hat.jpg,02_radio.jpg,4.0,3.0,3.0,3.0,05_hat.jpg,0.0,0.0,1.0,left,1.568300000071531,pre,0,,,,,,,,,up
60,238,18.0,1.0,7.0,1.0,7.0,1.0,04_satellite_dish.jpg,03_dress.jpg,7.0,1.0,7.0,7.0,04_satellite_dish.jpg,1.0,3.0,0.0,left,0.769000000000005,pre,Med,,,,,,,,,up
61,238,19.0,1.0,3.0,7.0,3.0,7.0,05_hat.jpg,04_satellite_dish.jpg,7.0,3.0,7.0,7.0,04_satellite_dish.jpg,1.0,3.0,0.0,right,0.8419999999999841,pre,High,,,,,,,,,up
62,238,20.0,1.0,4.0,2.0,4.0,2.0,02_radio.jpg,06_slipper.jpg,4.0,2.0,4.0,4.0,02_radio.jpg,1.0,3.0,0.0,left,1.16180000007148,pre,Low,,,,,,,,,up
63,238,21.0,1.0,4.0,1.0,4.0,1.0,02_radio.jpg,03_dress.jpg,4.0,1.0,4.0,4.0,02_radio.jpg,1.0,3.0,0.0,left,1.015200000047684,pre,Low,,,,,,,,,up
64,238,22.0,1.0,2.0,3.0,2.0,3.0,06_slipper.jpg,05_hat.jpg,3.0,2.0,3.0,3.0,05_hat.jpg,1.0,1.0,1.0,right,1.013300000071467,pre,0,,,,,,,,,up
65,238,23.0,1.0,5.0,7.0,5.0,7.0,01_scarf.jpg,04_satellite_dish.jpg,7.0,5.0,7.0,7.0,04_satellite_dish.jpg,1.0,3.0,0.0,right,1.373699999928476,pre,High,,,,,,,,,up
66,238,24.0,1.0,1.0,5.0,1.0,5.0,03_dress.jpg,01_scarf.jpg,5.0,1.0,5.0,5.0,01_scarf.jpg,1.0,3.0,0.0,right,1.128499999999917,pre,Low,,,,,,,,,up
67,238,25.0,1.0,6.0,3.0,6.0,3.0,07_phone.jpg,05_hat.jpg,6.0,3.0,6.0,6.0,07_phone.jpg,1.0,3.0,0.0,left,1.092899999976111,pre,High,,,,,,,,,up
68,238,26.0,1.0,4.0,3.0,4.0,3.0,02_radio.jpg,05_hat.jpg,4.0,3.0,4.0,4.0,02_radio.jpg,1.0,1.0,1.0,left,1.6564000000953452,pre,0,,,,,,,,,up
