,Participant,Trial,Block,Item_1,Item_2,Rank_1,Rank_2,Image_1,Image_2,Winner,Loser,Chosen_item,Chosen_rank,Chosen_name,Accuracy,Acc_feedback,Feedback_on,key_resp.keys,key_resp.rt,Switched,Pair_value,final_loc_item_01_scarf.jpg,final_loc_item_02_radio.jpg,final_loc_item_03_dress.jpg,final_loc_item_04_satellite_dish.jpg,final_loc_item_05_hat.jpg,final_loc_item_06_slipper.jpg,final_loc_item_07_phone.jpg,mouse_select.clicked_name,Direction
0,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,214,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
17,214,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
18,214,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
19,214,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
20,214,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
21,214,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
22,214,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
23,214,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
24,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,214,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
29,214,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
30,214,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
31,214,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
32,214,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
33,214,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
34,214,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
35,214,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
36,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
