,Participant,Trial,Block,Item_1,Item_2,Rank_1,Rank_2,Image_1,Image_2,Winner,Loser,Chosen_item,Chosen_rank,Chosen_name,Accuracy,Acc_feedback,Feedback_on,key_resp.keys,key_resp.rt,Switched,Pair_value,final_loc_item_01_scarf.jpg,final_loc_item_02_radio.jpg,final_loc_item_03_dress.jpg,final_loc_item_04_satellite_dish.jpg,final_loc_item_05_hat.jpg,final_loc_item_06_slipper.jpg,final_loc_item_07_phone.jpg,mouse_select.clicked_name,Direction
0,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,176,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
17,176,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
18,176,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
19,176,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
20,176,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
21,176,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
22,176,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
23,176,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
24,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,176,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
29,176,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
30,176,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
31,176,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
32,176,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
33,176,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
34,176,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
35,176,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
36,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,176,1.0,1.0,3.0,5.0,3.0,5.0,04_satellite_dish.jpg,05_hat.jpg,5.0,3.0,5.0,5.0,05_hat.jpg,1.0,3.0,0.0,right,0.9258000000007761,0.0,Med,,,,,,,,,up
44,176,2.0,1.0,6.0,7.0,6.0,7.0,06_slipper.jpg,02_radio.jpg,7.0,6.0,6.0,6.0,06_slipper.jpg,0.0,0.0,1.0,left,1.2918000000007621,0.0,0,,,,,,,,,up
45,176,3.0,1.0,5.0,1.0,5.0,1.0,05_hat.jpg,01_scarf.jpg,5.0,1.0,5.0,5.0,05_hat.jpg,1.0,3.0,0.0,left,1.639199999999277,0.0,Low,,,,,,,,,up
46,176,4.0,1.0,5.0,4.0,5.0,4.0,05_hat.jpg,07_phone.jpg,5.0,4.0,5.0,5.0,05_hat.jpg,1.0,1.0,1.0,left,1.25460000000146,0.0,0,,,,,,,,,up
47,176,5.0,1.0,5.0,6.0,5.0,6.0,05_hat.jpg,06_slipper.jpg,6.0,5.0,5.0,5.0,05_hat.jpg,0.0,0.0,1.0,left,0.817600000001505,0.0,0,,,,,,,,,up
48,176,6.0,1.0,2.0,7.0,2.0,7.0,03_dress.jpg,02_radio.jpg,7.0,2.0,7.0,7.0,02_radio.jpg,1.0,3.0,0.0,right,0.9934000000022821,0.0,Med,,,,,,,,,up
49,176,7.0,1.0,3.0,4.0,3.0,4.0,04_satellite_dish.jpg,07_phone.jpg,4.0,3.0,3.0,3.0,04_satellite_dish.jpg,0.0,0.0,1.0,left,0.7279000000022501,0.0,0,,,,,,,,,up
50,176,8.0,1.0,5.0,7.0,5.0,7.0,05_hat.jpg,02_radio.jpg,7.0,5.0,7.0,7.0,02_radio.jpg,1.0,3.0,0.0,right,0.9356999999992581,0.0,High,,,,,,,,,up
51,176,9.0,1.0,2.0,4.0,2.0,4.0,03_dress.jpg,07_phone.jpg,4.0,2.0,4.0,4.0,07_phone.jpg,1.0,3.0,0.0,right,0.8666000000014831,0.0,Low,,,,,,,,,up
52,176,10.0,1.0,7.0,1.0,7.0,1.0,02_radio.jpg,01_scarf.jpg,7.0,1.0,7.0,7.0,02_radio.jpg,1.0,3.0,0.0,left,0.7936000000015041,0.0,0,,,,,,,,,up
53,176,11.0,1.0,6.0,3.0,6.0,3.0,06_slipper.jpg,04_satellite_dish.jpg,6.0,3.0,3.0,3.0,04_satellite_dish.jpg,0.0,3.0,0.0,right,1.6303000000007721,0.0,High,,,,,,,,,up
54,176,12.0,1.0,4.0,3.0,4.0,3.0,07_phone.jpg,04_satellite_dish.jpg,4.0,3.0,4.0,4.0,07_phone.jpg,1.0,1.0,1.0,left,1.464500000000043,0.0,0,,,,,,,,,up
55,176,13.0,1.0,2.0,5.0,2.0,5.0,03_dress.jpg,05_hat.jpg,5.0,2.0,5.0,5.0,05_hat.jpg,1.0,3.0,0.0,right,1.4358000000007671,0.0,Low,,,,,,,,,up
56,176,14.0,1.0,7.0,6.0,7.0,6.0,02_radio.jpg,06_slipper.jpg,7.0,6.0,7.0,7.0,02_radio.jpg,1.0,1.0,1.0,left,1.329800000000716,0.0,0,,,,,,,,,up
57,176,15.0,1.0,4.0,7.0,4.0,7.0,07_phone.jpg,02_radio.jpg,7.0,4.0,4.0,4.0,07_phone.jpg,0.0,3.0,0.0,left,1.083800000000792,0.0,High,,,,,,,,,up
58,176,16.0,1.0,6.0,2.0,6.0,2.0,06_slipper.jpg,03_dress.jpg,6.0,2.0,2.0,2.0,03_dress.jpg,0.0,3.0,0.0,right,1.127000000000009,0.0,Med,,,,,,,,,up
59,176,17.0,1.0,1.0,3.0,1.0,3.0,01_scarf.jpg,04_satellite_dish.jpg,3.0,1.0,1.0,1.0,01_scarf.jpg,0.0,3.0,0.0,left,0.6931999999992511,0.0,Low,,,,,,,,,up
60,176,18.0,1.0,7.0,3.0,7.0,3.0,02_radio.jpg,04_satellite_dish.jpg,7.0,3.0,7.0,7.0,02_radio.jpg,1.0,3.0,0.0,left,1.181300000000703,0.0,High,,,,,,,,,up
61,176,19.0,1.0,4.0,5.0,4.0,5.0,07_phone.jpg,05_hat.jpg,5.0,4.0,5.0,5.0,05_hat.jpg,1.0,1.0,1.0,right,0.7797000000030031,0.0,0,,,,,,,,,up
62,176,20.0,1.0,6.0,5.0,6.0,5.0,06_slipper.jpg,05_hat.jpg,6.0,5.0,5.0,5.0,05_hat.jpg,0.0,0.0,1.0,right,1.035900000002243,0.0,0,,,,,,,,,up
63,176,21.0,1.0,2.0,1.0,2.0,1.0,03_dress.jpg,01_scarf.jpg,2.0,1.0,1.0,1.0,01_scarf.jpg,0.0,0.0,1.0,right,1.043100000001516,0.0,0,,,,,,,,,up
