,Participant,Trial,Block,Item_1,Item_2,Rank_1,Rank_2,Image_1,Image_2,Winner,Loser,Chosen_item,Chosen_rank,Chosen_name,Accuracy,Acc_feedback,Feedback_on,key_resp.keys,key_resp.rt,Switched,Pair_value,final_loc_item_01_scarf.jpg,final_loc_item_02_radio.jpg,final_loc_item_03_dress.jpg,final_loc_item_04_satellite_dish.jpg,final_loc_item_05_hat.jpg,final_loc_item_06_slipper.jpg,final_loc_item_07_phone.jpg,mouse_select.clicked_name,Direction
0,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,232,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
15,232,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
16,232,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
17,232,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
18,232,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
19,232,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
20,232,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
21,232,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
22,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,232,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
27,232,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
28,232,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
29,232,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
30,232,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
31,232,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
32,232,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
33,232,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
34,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,232,1.0,1.0,7.0,5.0,7.0,5.0,03_dress.jpg,07_phone.jpg,7.0,5.0,7.0,7.0,03_dress.jpg,1.0,3.0,0.0,left,0.7763000000119291,pre,High,,,,,,,,,up
42,232,2.0,1.0,6.0,1.0,6.0,1.0,05_hat.jpg,02_radio.jpg,6.0,1.0,1.0,1.0,02_radio.jpg,0.0,3.0,0.0,right,0.6903999999761931,pre,Med,,,,,,,,,up
43,232,3.0,1.0,4.0,3.0,4.0,3.0,01_scarf.jpg,04_satellite_dish.jpg,4.0,3.0,4.0,4.0,01_scarf.jpg,1.0,1.0,1.0,left,0.6732999999522911,pre,0,,,,,,,,,up
