,Participant,Trial,Block,Item_1,Item_2,Rank_1,Rank_2,Image_1,Image_2,Winner,Loser,Chosen_item,Chosen_rank,Chosen_name,Accuracy,Acc_feedback,Feedback_on,key_resp.keys,key_resp.rt,Switched,Pair_value,final_loc_item_01_scarf.jpg,final_loc_item_02_radio.jpg,final_loc_item_03_dress.jpg,final_loc_item_04_satellite_dish.jpg,final_loc_item_05_hat.jpg,final_loc_item_06_slipper.jpg,final_loc_item_07_phone.jpg,mouse_select.clicked_name,Direction
0,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,101,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
19,101,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
20,101,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
21,101,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
22,101,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
23,101,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
24,101,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
25,101,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
26,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,101,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
31,101,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
32,101,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
33,101,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
34,101,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
