,Participant,Trial,Block,Item_1,Item_2,Rank_1,Rank_2,Image_1,Image_2,Winner,Loser,Chosen_item,Chosen_rank,Chosen_name,Accuracy,Acc_feedback,Feedback_on,key_resp.keys,key_resp.rt,Switched,Pair_value,final_loc_item_01_scarf.jpg,final_loc_item_02_radio.jpg,final_loc_item_03_dress.jpg,final_loc_item_04_satellite_dish.jpg,final_loc_item_05_hat.jpg,final_loc_item_06_slipper.jpg,final_loc_item_07_phone.jpg,mouse_select.clicked_name,Direction
0,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,177,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
16,177,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
17,177,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
18,177,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
19,177,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
20,177,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
21,177,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
22,177,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
23,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,177,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
28,177,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
29,177,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
30,177,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
31,177,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
32,177,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
